id,name,phone,email,city,joined,amount,notes
5033,Rinur Inrah,089523413349,rinur.inrah@mail.example.com,Mataram,2023-06-10,199312.93,
5034,Nalia Pundra,081182285845,nalia.pundra@mail.example.com,Mataram,2024-01-27,42992.61,
5035,Pusih Nadi,085124338294,pusih.nadi@example.net,Surabaya,2023-03-15,230356.20,follow up next week
5036,Indi Karah,081373436144,indi.karah@example.net,Semarang,2025-08-11,226754.17,
5037,Anrah Fawan,085198229960,anrah.fawan@mail.example.com,Mataram,2024-11-24,105141.77,
5038,Tasih Pulia,081226014444,tasih.pulia@post.example.net,Mataram,2024-06-26,117242.51,
5039,Angus Hawan,085125260440,angus.hawan@mail.example.com,Surabaya,2026-01-04,204017.53,"prefers WhatsApp, not email"
5040,Junto Nayan,081797919699,junto.nayan@post.example.net,Medan,2025-07-22,44753.12,"said ""call after 5pm"""
5041," Puwati Jugus",+6285169308755,"puwati.jugus@example.org ",Mataram,2025-06-21,143092.79,
5042,Anyan Tawati,081840511889,anyan.tawati@post.example.net,Mataram,2026-05-19,167051.94,
5043,Cilia Zugus,+6285139752690,cilia.zugus@post.example.net,Mataram,2025-11-09,61242.37,
5044,Fandra Lonur,082150661737,fandra.lonur@example.net,Medan,2025-10-10,211933,
5045," Busih Demad",081899509294,busih.demad@example.net,Mataram,2025-06-03,83282.66,
5046,Nawati Ridi,081771325062,nawati.ridi@mail.example.com,Mataram,2023-07-02,205429.06,
5047,Gitri Giman,081703307205,gitri.giman@example.net,Mataram,2024-12-14,106975.64,
5048,Puwati Muwan,085129638896,puwati.muwan@example.org,Mataram,2024-08-17,44097.15,
5049,Fawati Kayan,081760250260,fawati.kayan@example.net,Mataram,2023-09-11,33718.20,"said ""call after 5pm"""
5050,Yatri Rimad,081134274814,yatri.rimad@post.example.net,Mataram,2024-02-07,229544.68,
5051,Dedi  Tawan,+6285132125560,dedi.tawan@example.org,Mataram,07/01/2023,172327.48,
5052,Yawati Cinto,089522864089,yawati.cinto@example.net,Semarang,2026-06-04,215236.64,
5053," Kalia Dento",0821 5129 3307,kalia.dento@example.net,Mataram,2026-04-06,69951.58,
5054,Wiyan Anman,081239571612,wiyan.anman@post.example.net,Mataram,2026-07-06,169671.11,
5055,Winur Wiwan,081124046512,winur.wiwan@example.net,Medan,2026-05-08,149005.67,
5056,Zuwati Nawati,0812 9814 5950,zuwati.nawati@POST.EXAMPLE.NET,Mataram,2025-10-06,175656.81,
5057,Inmad Denur,+6285183887649,inmad.denur@mail.example.com,Mataram,2025-10-12,152230.92,
5058,Widi Anndra,081831479604,widi.anndra@mail.example.com,Mataram,2023-12-19,63086.14,
5059,Rigus Tawati,081830688835,rigus.tawati@example.net,Surabaya,2026-03-06,138968.30,
5060," Judi Fagus",081810961682,judi.fagus@example.com,Surabaya,2024-01-26,177100,
5061,Anwan Inwati,0821 4821 8412,,Mataram,2026-07-23,203092.65,
5062,Rinto Inmad,0821 8425 8290,rinto.inmad@example.org,Medan,11.03.2026,218303.72,
5063,Pugus Dento,081794891807,pugus.dento@example.org,Mataram,2023-02-07,232237.69,
5064,Demad Punto,081295254806,demad.punto@mail.example.com,Mataram,2025-04-26,231214.62,
5065,Kawati  Zundra,081265729183,kawati.zundra@example.net,Makassar,25/04/2026,132039,
5066,Gilia  Ingus,0851 0627 8632,gilia.ingus@post.example.net,Mataram,2026-06-07,"62.868,03",
5067,Mutri Detri,081198833760,mutri.detri@example.com,Bandung,2024-06-10,236902.34,
5068," Indi Delia",089558659924,indi.delia@example.org,Makassar,20/04/2026,219099,
5069,Fanto Tagus,081303281875,fanto.tagus@example.net,Mataram,2024-11-08,123974.32,
5070,Inmad Nanto,089562380091,inmad.nanto@example.org,Mataram,2025-11-25,209512.27,
5071,Intri Yarah,081121136483,intri.yarah@mail.example.com,Mataram,2023-03-28,221450.84,
5072,Riwati Nanto,081715499388,riwati.nanto@example.com,Padang,2026-06-17,107158.07,
5073,Kawati Handra,0895-6377-6880,kawati.handra@example.com,Mataram,2024-12-14,205465.82,
5074,Yagus Anyan,085194010339,yagus.anyan@example.com,Denpasar,2023-03-25,86242.67,
5075,Indi Derah,081752661702,indi.derah@mail.example.com,Mataram,2026-07-27,"41.545,41",
5076,Nayan Zuman,081819534403,nayan.zuman@example.org,Mataram,2025-05-24,117959.59,
5077,Lonur Muwati,081162995565,lonur.muwati@post.example.net,Mataram,2025-02-18,20028.36,
5078,Muman Yanur,081218983696,muman.yanur@example.com,Mataram,2026-03-12,45969.29,
5079,Deyan Zundra,081173488661,deyan.zundra@mail.example.com,Mataram,2024-08-06,141853.02,
5080,Yawati Zudi,085169911365,yawati.zudi@post.example.net,Mataram,12.03.2026,12879.20,
5081,Kagus Nawan,081185206320,kagus.nawan@example.net,Denpasar,2024-06-12,185338.08,
5082,Anman Harah,081797821002,anman.harah@post.example.net,Surabaya,2026-05-13,155112.31,
5083,Gigus Dento,089520918271,gigus.dento@post.example.net,Mataram,2025-01-07,94035.90,
5084,Tanto Junur,081895438516,tanto.junur@post.example.net,Semarang,2023-02-23,2819.12,
5085,Fandra Denur,081898946221,fandra.denur@mail.example.com,Mataram,2025-06-20,210606.54,
5086,Inndra Sunur,089570109694,inndra.sunur@example.net,Mataram,2025-08-09,206910.54,
5087,Punto Wiyan,081334356134,punto.wiyan@mail.example.com,Mataram,2023-12-03,106443.44,"prefers WhatsApp, not email"
5088,Hadi Demad,081792383266,hadi.demad@example.net,Mataram,2024-01-13,160516.69,
5089,Natri Suwan,081747242342,natri.suwan@post.example.net,Mataram,2025-05-16,234057.84,
5090,Nawati Kandra,089574139979,nawati.kandra@example.com,Semarang,2025-03-15,122654.06,
5091,Zunto Munto,082166399521,zunto.munto@example.net,Semarang,2023-04-04,199487.73,
5092," Bugus Girah",0812 2380 2168,bugus.girah@example.org,Mataram,2026-07-02,"21.681,98",
5093,Hasih Lowan,081847369282,hasih.lowan@mail.example.com,Mataram,2026-04-21,135305.29,
5094,Zuwan Kawati,081246639271,zuwan.kawati@mail.example.com,Mataram,2026-04-04,81905.87,
5095,Famad Yawati,082135405560,famad.yawati@example.com,Mataram,2024-09-09,18587.68,
5096,Nadi Cinur,081279227333,nadi.cinur@example.com,Mataram,2026-05-15,175510.32,
5097," Junto Cidi",0817 2358 3774,junto.cidi@example.com,Padang,2023-10-22,72200,
5098,Hawan Kalia,081897003204,hawan.kalia@example.org,Mataram,2024-12-09,100857.17,
5099,Rindra Junto,082139070015,rindra.junto@example.com,Mataram,2025-05-08,121581.90,
5100,Cisih Witri,081160361118,cisih.witri@example.com,Mataram,2024-04-20,25023.50,
5101,Intri Zuwati,089532527262,intri.zuwati@mail.example.com,Surabaya,2023-02-05,41026.61,
5102,Halia Nayan,081182450124,halia.nayan@example.org,Mataram,2023-06-11,132115.11,
5103,Hatri Falia,085179897794,hatri.falia@post.example.net,Mataram,2024-01-01,63937.66,
5104,Juwan Windra,081260385884,juwan.windra@example.org,Mataram,2023-06-08,156580.65,
5105,Cimad Anndra,082179217963,cimad.anndra@example.net,Mataram,2024-09-25,33315.81,
5106,Buman Dento,081138186583,buman.dento@example.org,Surabaya,2026-07-08,245395.87,
5107,Lowati Handra,082172828393,lowati.handra@example.net,Mataram,2025-11-12,214698.14,
5108,Bulia Yandra,082110193311,bulia.yandra@example.org,Surabaya,2025-05-12,247657.06,
5109,Antri Wiwati,0895 9396 1471,,Denpasar,10.03.2026,149792.96,
5110,Pulia Suwati,081113038535,pulia.suwati@example.org,Mataram,2025-12-05,148532.82,
5111,Dento Innto,089560999724,dento.innto@example.com,Surabaya,2023-08-11,200283.89,
5112,Giwati Kalia,082199614876,giwati.kalia@example.net,Mataram,2023-06-22,248106.22,
5113,Gimad Zunto,085115944749,gimad.zunto@post.example.net,Mataram,01.04.2026,183688.14,
5114,Zuman Busih,081217068949,zuman.busih@post.example.net,Surabaya,2026-01-08,101819.52,
5115,Innur Degus,082105715002,innur.degus@example.com,Medan,2026-04-10,109139.57,
5116,"Wirah Detri ",0895 0497 0251,"wirah.detri@example.org ",Makassar,06.12.2025,190540.55,
5117,Widi Nawati,081269658845,widi.nawati@post.example.net,Semarang,14/07/2024,83385.78,
5118,Yamad Hagus,0813 4939 4398,yamad.hagus@example.com,Mataram,08/06/2026,129454.35,
5119,"Ginto Buman ",081327856612,ginto.buman@example.net,Surabaya,2026-04-25,8431.68,
5120,Widi Inmad,089556849523,widi.inmad@example.net,Mataram,2025-04-12,243918.98,
5121,Ansih Fawati,081833210579,ansih.fawati@example.com,Mataram,2023-10-09,243857.09,
5122," Logus Nanur",0811-1372-9645,logus.nanur@mail.example.com,Mataram,13.06.2025,"146.582,92",
5123,Halia Nandra,081141551227,halia.nandra@mail.example.com,Surabaya,26.03.2026,"148.854,38",
5124,Gidi Kaman,089547610529,gidi.kaman@mail.example.com,Padang,2026-01-27,62645.48,
5125,Yatri Suwan,081305424207,yatri.suwan@mail.example.com,Makassar,2026-04-27,208945.24,
5126,Yanto Pumad,089511520763,yanto.pumad@post.example.net,Mataram,2023-06-12,187998.41,
5127,Rinur Fagus,081738296500,rinur.fagus@mail.example.com,Mataram,2025-03-11,59202.04,
5128,Muyan Yandra,081814193019,muyan.yandra@example.org,Mataram,2026-03-19,101266.98,
5129,Puwati Hanur,081731805006,puwati.hanur@mail.example.com,Padang,2024-10-21,147844.35,
5130,Yasih Loman,089540182556,yasih.loman@example.org,Medan,21/07/2025,"2.147,30",
5131,Suyan Bumad,081879139290,suyan.bumad@post.example.net,Mataram,2024-12-14,124567.54,
5132,Fadi Jundra,081381467730,fadi.jundra@post.example.net,Bandung,2023-02-14,188385.31,
5133,Hawan Juwan,081346948757,hawan.juwan@mail.example.com,Medan,2025-12-12,188038.70,
5134,Tarah Detri,081199936174,tarah.detri@mail.example.com,Mataram,2025-01-07,242612.14,
5135,Kawati Giwan,081319356838,kawati.giwan@example.org,Mataram,2023-04-01,194508.55,
5136,Yalia Kagus,081193977511,yalia.kagus@example.net,Mataram,2026-06-01,35464.41,
5137,Judi Juman,085181003068,judi.juman@post.example.net,Makassar,2026-01-17,195121.95,
5138,Yalia Buwan,081775547158,yalia.buwan@post.example.net,Mataram,2023-02-14,39913.77,
5139,Dewati Puwati,081110273219,"dewati.puwati@example.com ",Surabaya,2025-07-18,172567.47,
5140,Jutri Kaman,082103593449,jutri.kaman@example.net,Mataram,2026-02-17,242263.21,
5141,Hanur Inwati,081725626993,hanur.inwati@post.example.net,Mataram,2026-08-03,87924.88,
5142,Innto Gigus,082117979260,innto.gigus@example.com,Mataram,2025-12-27,242746.81,
5143,Innur Yanto,081774999153,innur.yanto@example.com,Mataram,2024-01-07,68226.37,
5144,Rilia Rirah,081105143071,rilia.rirah@post.example.net,Bandung,25.06.2026,136246.46,
5145,Musih  Hatri,081132318890,musih.hatri@post.example.net,Makassar,2024-12-09,171895,
5146,Dento Hadi,081238835679,dento.hadi@mail.example.com,Mataram,2025-07-03,19286.30,
5147,Famad Harah,081385553248,famad.harah@example.com,Mataram,2025-12-23,100943.53,
5148,Gigus Loman,0812-1533-6074,gigus.loman@post.example.net,Mataram,18/02/2026,216382.67,
5149,Puman Yawati,081134483192,"puman.yawati@example.net ",Mataram,2023-03-09,19606.67,
5150,Cigus Fayan,081243903966,"cigus.fayan@example.org ",Mataram,13/05/2025,229950.92,
5151,"Junur Nanto ",089594318088,junur.nanto@mail.example.com,Mataram,2025-10-22,83887,
5152,Anman Cinur,085149831394,anman.cinur@example.org,Semarang,2024-05-22,38542.99,
5153,Gilia Yarah,089570076955,gilia.yarah@example.net,Surabaya,2026-02-12,196295.31,
5154,Wigus Intri,089552023055,wigus.intri@example.org,Mataram,04/03/2023,156263.06,
5155,Kasih Mugus,081109521448,kasih.mugus@example.net,Bandung,2023-08-19,13556.06,
5156,Zunur Inndra,081384533522,zunur.inndra@example.com,Mataram,2026-03-25,32081.37,
5157,Lonur Zugus,081208915571,lonur.zugus@example.org,Bandung,2023-09-02,225045.92,
5158,Haman Annto,081351809194,haman.annto@example.net,Mataram,2025-11-22,148714.83,
5159,Risih Giwan,082156507438,"risih.giwan@example.net ",Mataram,15/09/2023,78736,
5160,Wiyan Riwati,082117040746,wiyan.riwati@example.net,Mataram,17.01.2024,87897,
5161,Fagus Zulia,089594353961,fagus.zulia@example.net,Mataram,2025-11-18,133257.67,
5162,Hayan Kanto,081324292847,hayan.kanto@example.net,Mataram,2026-04-26,93898.38,
5163,Wiman  Tasih,081272844572,wiman.tasih@post.example.net,Mataram,2024-03-21,65240.15,
5164,Zumad Ciyan,085190161394,zumad.ciyan@example.net,Mataram,2026-05-12,231277.84,
5165,Lonto Yarah,081753364391,lonto.yarah@mail.example.com,Mataram,2023-03-01,122258.94,
5166,Naman Rindra,081216292807,naman.rindra@example.com,Mataram,2025-06-02,169037.26,
5167,Wigus Rinto,081810441150,wigus.rinto@mail.example.com,Mataram,2025-08-01,18971.92,
5168,Suwan Talia,081108757351,suwan.talia@example.org,Mataram,2025-06-23,9120.85,
5169,Sundra Buyan,082106858946,sundra.buyan@example.com,Mataram,15.06.2023,52312.79,
5170,Wiwan Pugus,081793110630,wiwan.pugus@example.org,Padang,2023-06-02,61977.91,
5171,Lomad Jurah,0895-8880-4531,lomad.jurah@example.org,Mataram,08.07.2026,12569.97,
5172,Juwati Zutri,0817-7367-2436,juwati.zutri@EXAMPLE.COM,Medan,2025-05-10,153027.90,
5173,Dendra Cidi,085158360640,dendra.cidi@example.com,Bandung,18.10.2024,19529.19,
5174,Jurah Pusih,081827171733,jurah.pusih@post.example.net,Mataram,2024-07-11,95001.83,
5175,Kadi Wiwan,085124757012,kadi.wiwan@post.example.net,Mataram,2024-08-21,8297.07,
5176,"Mulia Talia ",081879463141,mulia.talia@mail.example.com,Medan,2026-01-14,190308.75,
5177,Demad Munto,081357461776,demad.munto@example.com,Bandung,2026-08-21,103991.98,
5178,Suwati Innto,081243414948,suwati.innto@example.net,Bandung,08.01.2024,148526.47,
5179,Tadi Lonto,081350603944,tadi.lonto@post.example.net,Mataram,2024-09-26,95284.16,
5180,Cigus Tawan,0895-3414-4674,cigus.tawan@example.com,Surabaya,2026-07-05,184677.34,
5181,Buyan Andi,082198607619,buyan.andi@example.com,Medan,2025-04-12,180547.89,
5182,Tawati Hasih,0813-3990-0930,tawati.hasih@example.com,Mataram,21/02/2026,235568,
5183,Kamad Cilia,0851 0669 4204,kamad.cilia@post.example.net,Padang,15/04/2025,186154.96,
5184,Hawati Fawati,0821 2043 4483,"hawati.fawati@example.net ",Bandung,2026-02-01,68094.73,
5185,Witri Famad,081791915432,witri.famad@mail.example.com,Surabaya,2026-05-28,136301.89,
5186,Hagus Zudi,085155473707,hagus.zudi@example.net,Makassar,2026-07-09,85219.22,
5187,Budi  Nalia,081344965847,budi.nalia@MAIL.EXAMPLE.COM,Mataram,2025-12-14,174898.87,
5188,Zumad Hanto,081246795103,zumad.hanto@mail.example.com,Mataram,2026-01-13,84929.26,
5189,Lowan Tawan,082198977250,lowan.tawan@mail.example.com,Bandung,2026-05-09,35461.16,
5190,Tayan Hawan,089571419145,tayan.hawan@mail.example.com,Mataram,2025-07-26,38191.69,
5191,Gitri Dento,081701465571,gitri.dento@example.com,Mataram,2025-09-25,223246.73,
5192,Wilia Annur,081771168240,wilia.annur@example.org,Mataram,2026-05-18,17590.21,
5193,Zusih Zutri,081744065503,zusih.zutri@mail.example.com,Semarang,2025-02-06,74488.99,
5194," Tanto Riwan",0811-4444-1085,,Bandung,2025-09-17,94256.28,
5195,Rimad Zunto,081329321986,rimad.zunto@mail.example.com,Mataram,2024-12-15,121478.31,
5196,Hamad Girah,085138294890,hamad.girah@example.net,Mataram,2025-11-14,53522.86,
5197,Anndra Tawan,082116052884,anndra.tawan@example.net,Medan,2026-02-10,74177.51,
5198,Suwati Yawati,085133605164,suwati.yawati@example.net,Surabaya,2025-03-01,87149.65,
5199,Punur Lowati,081276344755,punur.lowati@mail.example.com,Mataram,2023-11-12,133354.04,
5200,Lotri  Citri,089513947583,lotri.citri@example.org,Surabaya,2023-02-04,"210.708,10",
5201,Mumad Jugus,081841984015,mumad.jugus@example.net,Mataram,2023-11-02,130093.24,
5202,Dedi Zudi,081310713942,dedi.zudi@mail.example.com,Mataram,2025-08-09,180493.14,
5203,Fawati Butri,081135478577,fawati.butri@mail.example.com,Semarang,2024-05-17,222931.04,
5204,"Tamad Lowan ",081170809253,tamad.lowan@example.org,Bandung,01/02/2025,"130.510,11",
5205,Intri Munto,081733487421,intri.munto@post.example.net,Mataram,2025-09-01,115382.43,
5206,Ciyan Nanto,085127438433,ciyan.nanto@post.example.net,Mataram,2025-10-02,96607.90,
5207,"Ginto Mulia ",081364193370,ginto.mulia@example.org,Bandung,12.11.2024,157917.08,
5208,Indi Juwan,081100985918,indi.juwan@mail.example.com,Mataram,2026-08-11,163174.03,
5209,Murah Anrah,089597367074,murah.anrah@example.org,Bandung,2025-07-08,185262.37,
5210,Witri Annto,0813 2923 1352,"witri.annto@example.org ",Surabaya,2024-02-20,216868.47,"wants invoice marked ""urgent"""
5211,Anmad Namad,082182522490,anmad.namad@post.example.net,Bandung,2023-12-18,19791.63,
5212,Antri Riman,085164192143,antri.riman@example.net,Bandung,2025-04-04,24560.53,
5213,"Pusih Punur ",+6281299573618,pusih.punur@example.net,Mataram,27.11.2023,131129.43,
5214,Katri Tamad,082146943373,katri.tamad@example.net,Mataram,2025-09-20,15567.30,
5215," Angus Ciwan",089581822948,angus.ciwan@post.example.net,Makassar,09.10.2024,170102,
5216,Tadi Wilia,081261032560,tadi.wilia@mail.example.com,Mataram,2024-06-25,142404.16,
5217,Bunto Muman,082117479125,bunto.muman@post.example.net,Mataram,2024-01-08,97217.58,
5218,Pusih Munto,081121801488,pusih.munto@example.org,Bandung,2025-10-10,5246.93,
5219,Fatri Riwati,0813-9642-0080,fatri.riwati@example.com,Mataram,2023-09-04,142927.84,
5220,Famad Ciyan,081378578696,famad.ciyan@example.net,Mataram,2025-11-20,196069.52,
5221,Kandra Juman,089585797881,kandra.juman@example.net,Padang,2025-05-10,234441.70,
5222,Suwan Suyan,085106263808,suwan.suyan@example.net,Mataram,2023-11-19,187257.21,
5223,Yarah Munur,0817 3807 2541,yarah.munur@example.net,Bandung,25.06.2025,123828.95,
5224,Dento Lowati,082129473285,dento.lowati@example.net,Mataram,2023-09-18,68284.41,
5225,Fawan Juwan,081315755946,fawan.juwan@example.com,Semarang,2025-11-11,140102.20,
5226,Farah Insih,081306169168,farah.insih@post.example.net,Mataram,2023-01-19,144862.03,
5227,Tanto Puyan,085156800038,tanto.puyan@mail.example.com,Mataram,2025-09-08,155676.10,
5228,Yalia Falia,085118548598,yalia.falia@example.org,Mataram,2026-03-25,49792.28,
5229,Hawati Zunto,085141682655,hawati.zunto@example.org,Mataram,2025-07-14,102018.49,
5230,Delia Buwan,081110325404,delia.buwan@post.example.net,Medan,2025-03-10,154648.72,
5231," Rigus Ginur",081265020273,rigus.ginur@example.net,Mataram,14.08.2023,199825.56,
5232,Kayan Yanur,081768124196,kayan.yanur@example.net,Mataram,2025-11-17,244978.57,
5233,Susih Lotri,082192081283,susih.lotri@example.net,Mataram,2026-08-07,188189.49,no answer on the number given
5234,Sunur Tasih,081865134669,"sunur.tasih@post.example.net ",Mataram,2026-03-19,151159,
5235,Zuwati Fasih,081389311035,zuwati.fasih@example.org,Surabaya,2024-09-25,201850.49,
5236,Lomad Annto,081264471696,lomad.annto@post.example.net,Mataram,2023-08-28,59384.39,
5237,Zusih Fanur,089577180635,zusih.fanur@post.example.net,Mataram,2026-08-27,41955,
5238,Giyan Falia,085150884545,giyan.falia@post.example.net,Mataram,2026-04-16,224771.66,
5239,Rilia Inlia,081281617947,rilia.inlia@post.example.net,Mataram,2026-06-17,107175.35,
5240,Juyan Hawati,089528720676,juyan.hawati@mail.example.com,Mataram,2025-04-22,81092.38,
5241," Yanto Tawati",081175110986,"yanto.tawati@example.org ",Mataram,2026-06-03,7429.93,
5242,Ciyan Yagus,081100880826,ciyan.yagus@post.example.net,Bandung,2024-10-07,245305.66,
5243,Putri  Jusih,085156942663,putri.jusih@example.org,Makassar,2024-01-25,44479.17,
5244,Hadi Jugus,082101410343,hadi.jugus@example.org,Mataram,2023-09-23,91769.07,
5245,Sulia Yasih,089590553135,sulia.yasih@example.com,Denpasar,2026-05-10,36174.82,
5246,Cinto Annur,081353141980,cinto.annur@mail.example.com,Medan,2026-07-02,234089.41,
5247,Cindra Insih,0818 9472 1278,cindra.insih@example.com,Bandung,2023-05-13,55656.76,
5248,Bunur Annur,081147073579,bunur.annur@mail.example.com,Bandung,2023-11-25,75056.37,
5249,Kasih Winto,081281670868,kasih.winto@mail.example.com,Mataram,2024-08-23,29717.07,
5250,Lowati  Ginto,082175893723,lowati.ginto@example.net,Mataram,2023-08-20,32578.63,
5251,Anmad Giwan,085102055564,anmad.giwan@example.com,Mataram,06/09/2024,248897.41,
5252,Tanur Yanto,082153995922,"tanur.yanto@mail.example.com ",Mataram,2025-11-14,37898,follow up next week
5253,Anmad Tayan,082128205016,anmad.tayan@mail.example.com,Mataram,2025-06-13,149156.62,
5254,Sunto Ciyan,081175331945,sunto.ciyan@example.org,Mataram,2026-01-25,199848.28,
5255,"Gidi Munur ",081752893988,gidi.munur@example.net,Bandung,2026-01-02,139388,
5256,Zulia Fanto,081128544068,zulia.fanto@example.com,Padang,2024-12-13,137093.80,
5257," Ginto Dento",0895-6983-9054,ginto.dento@example.com,Mataram,2026-06-24,"225.781,06",
